customer_id,region,state,customer_segment,signup_date
2000,Southeast,FL,Premium,2023-06-02
2001,Northeast,CT,Standard,2024-03-26
2002,West,CA,Standard,2024-01-11
2003,Northeast,PA,Standard,2023-07-17
2004,Southwest,OK,Standard,2023-03-21
2005,Northeast,PA,Standard,2023-10-23
2006,Southeast,NC,Premium,2024-08-24
2007,West,WA,Standard,2022-03-03
2008,Northeast,NY,VIP,2022-02-20
2009,Southeast,TN,Standard,2024-01-25
2010,Midwest,WI,Standard,2024-01-21
2011,Southwest,AZ,Standard,2022-03-22
2012,West,OR,Premium,2022-07-27
2013,Northeast,CT,Standard,2024-07-19
2014,Southwest,NM,Premium,2023-07-02
2015,Southeast,FL,Standard,2024-03-06
2016,West,NV,Standard,2024-04-22
2017,Midwest,MI,VIP,2023-07-16
2018,West,CA,VIP,2022-03-22
2019,Northeast,PA,Standard,2023-09-27
2020,Midwest,MI,Standard,2024-04-21
2021,Southwest,TX,Standard,2024-02-27
2022,Midwest,WI,Premium,2022-10-09
2023,Midwest,IL,Standard,2023-03-30
2024,Southwest,OK,Standard,2024-02-18
2025,Northeast,PA,Standard,2024-01-31
2026,West,OR,Standard,2024-04-14
2027,Midwest,IL,Standard,2023-02-06
2028,Southeast,GA,Standard,2024-11-10
2029,Southeast,GA,Standard,2023-12-02
2030,Northeast,NJ,VIP,2022-01-06
2031,Southwest,TX,VIP,2022-03-01
2032,Midwest,IL,VIP,2023-08-17
2033,Midwest,WI,VIP,2023-02-26
2034,Southeast,TN,Premium,2022-08-17
2035,Southwest,AZ,Standard,2024-01-09
2036,Northeast,PA,Standard,2023-10-19
2037,Northeast,NJ,Standard,2024-10-05
2038,Northeast,NJ,Standard,2022-05-21
2039,Midwest,IL,Standard,2024-01-04
2040,West,WA,Premium,2022-08-04
2041,Midwest,MN,Standard,2024-02-21
2042,Southwest,TX,Standard,2024-05-12
2043,West,NV,Premium,2023-07-06
2044,Southwest,TX,Standard,2024-10-08
2045,Southeast,GA,Standard,2024-05-29
2046,West,NV,VIP,2023-11-24
2047,Southeast,VA,Standard,2024-10-31
2048,Midwest,MI,Premium,2023-07-02
2049,Southwest,NM,Standard,2022-08-29
2050,Midwest,MI,VIP,2022-08-11
2051,Northeast,NY,Standard,2022-10-16
2052,Northeast,CT,VIP,2022-12-12
2053,Northeast,CT,VIP,2022-09-29
2054,Midwest,MI,Standard,2022-09-02
2055,Northeast,NJ,Standard,2023-05-19
2056,Southeast,NC,Standard,2024-10-26
2057,West,OR,Standard,2024-11-09
2058,Midwest,OH,Standard,2024-07-24
2059,West,OR,Standard,2023-09-06
2060,Northeast,NJ,Standard,2022-08-14
2061,West,CA,Standard,2024-09-18
2062,West,CA,Standard,2023-04-27
2063,Northeast,MA,Standard,2024-07-11
2064,Southeast,GA,Standard,2022-01-15
2065,Southeast,FL,Standard,2024-07-05
2066,Midwest,MN,Standard,2023-03-26
2067,Southeast,FL,Premium,2023-03-25
2068,Southeast,GA,Standard,2023-11-18
2069,Southeast,VA,Standard,2023-01-14
2070,Southeast,GA,Premium,2022-02-05
2071,West,OR,Standard,2024-08-12
2072,Northeast,NJ,Standard,2023-03-02
2073,Southeast,GA,Standard,2023-08-25
2074,West,NV,Premium,2022-08-19
2075,Southeast,TN,Standard,2022-06-14
2076,Midwest,MI,Standard,2023-06-22
2077,West,NV,VIP,2023-03-14
2078,Southeast,NC,Standard,2022-08-31
2079,Southeast,TN,Standard,2022-02-18
2080,Southeast,FL,Premium,2022-04-06
2081,West,OR,Standard,2022-02-23
2082,Northeast,NY,Standard,2022-05-13
2083,Northeast,NJ,Standard,2023-04-23
2084,West,CO,Standard,2022-12-10
2085,Southwest,AZ,Premium,2024-04-25
2086,Northeast,NJ,Premium,2023-10-16
2087,Southeast,FL,Standard,2023-07-13
2088,Midwest,OH,Standard,2022-08-18
2089,Northeast,NJ,VIP,2024-12-22
2090,West,OR,Standard,2024-11-06
2091,Northeast,PA,Premium,2024-09-27
2092,West,OR,Standard,2024-08-20
2093,Southeast,VA,VIP,2024-09-10
2094,Northeast,CT,Standard,2023-10-24
2095,West,NV,VIP,2023-11-29
2096,Northeast,PA,Standard,2024-09-28
2097,Southeast,FL,Premium,2024-03-12
2098,Southwest,NM,Standard,2024-04-05
2099,Midwest,WI,Standard,2022-12-20
2100,West,NV,Premium,2024-07-07
2101,Southwest,AZ,Premium,2023-10-29
2102,Midwest,OH,Standard,2022-08-18
2103,Midwest,IL,Premium,2024-03-16
2104,Southeast,NC,Standard,2024-10-07
2105,Midwest,WI,Premium,2022-10-09
2106,Southwest,NM,Standard,2024-01-07
2107,West,CO,Standard,2024-01-12
2108,Southwest,AZ,Premium,2022-10-25
2109,Southwest,AZ,Standard,2024-07-10
2110,West,NV,Standard,2024-03-26
2111,Northeast,NJ,Standard,2023-07-29
2112,West,CO,Standard,2022-09-26
2113,Northeast,CT,Standard,2022-10-25
2114,West,WA,Standard,2022-02-27
2115,Midwest,OH,Standard,2024-02-12
2116,Midwest,MN,Premium,2022-02-04
2117,West,OR,Standard,2022-05-04
2118,Southwest,NM,Standard,2024-05-27
2119,Southeast,VA,Standard,2022-12-25
2120,West,CO,Standard,2024-11-04
2121,Northeast,CT,Standard,2022-01-11
2122,Southeast,FL,Standard,2022-09-21
2123,Northeast,NY,Premium,2024-01-22
2124,West,WA,Standard,2023-10-03
2125,Southeast,TN,VIP,2023-01-31
2126,Southwest,AZ,Standard,2024-01-18
2127,Southwest,TX,Standard,2024-07-20
2128,Southeast,TN,Standard,2023-10-04
2129,West,OR,Standard,2024-09-27
2130,Southeast,VA,Standard,2023-10-03
2131,West,WA,Premium,2023-02-27
2132,West,CO,Standard,2022-08-06
2133,Midwest,OH,Standard,2024-01-20
2134,Northeast,PA,Standard,2023-06-13
2135,Southeast,GA,Premium,2022-09-23
2136,Northeast,NY,Premium,2024-12-19
2137,Southwest,NM,Standard,2022-11-07
2138,Northeast,CT,Standard,2024-07-07
2139,Northeast,MA,Premium,2023-10-29
2140,West,NV,Premium,2022-05-27
2141,Southeast,TN,VIP,2023-08-14
2142,Southeast,GA,Standard,2023-03-18
2143,Northeast,NY,Premium,2022-05-06
2144,Southeast,NC,Standard,2022-10-04
2145,Midwest,MN,Standard,2024-09-07
2146,Northeast,PA,Standard,2024-02-19
2147,Southeast,NC,Standard,2023-09-19
2148,Midwest,IL,Standard,2023-06-11
2149,Southeast,NC,Standard,2024-12-16
2150,Midwest,WI,Premium,2023-06-17
2151,Southeast,VA,Premium,2024-12-11
2152,Northeast,PA,Standard,2022-04-14
2153,Northeast,NY,Standard,2022-09-03
2154,Southeast,VA,Standard,2022-09-21
2155,West,WA,Standard,2022-01-22
2156,Northeast,MA,Standard,2022-08-15
2157,Southeast,TN,Standard,2023-09-25
2158,Northeast,PA,Standard,2024-10-22
2159,Southeast,TN,Premium,2023-04-22
2160,West,CA,Standard,2022-06-22
2161,Northeast,CT,Premium,2024-03-12
2162,Southeast,GA,Standard,2022-12-10
2163,Southeast,GA,VIP,2024-05-30
2164,Northeast,CT,Premium,2023-01-19
2165,Midwest,OH,VIP,2024-04-13
2166,Midwest,WI,Standard,2023-05-10
2167,West,NV,Standard,2023-04-30
2168,Southeast,TN,Standard,2022-02-23
2169,Northeast,MA,Standard,2022-01-27
2170,Southeast,TN,Standard,2024-01-02
2171,Northeast,PA,Premium,2024-10-05
2172,West,WA,Standard,2022-09-28
2173,West,CA,VIP,2023-11-04
2174,West,OR,Premium,2022-01-25
2175,West,WA,Standard,2023-02-04
2176,Midwest,WI,Standard,2022-04-29
2177,Northeast,MA,Premium,2023-12-12
2178,Northeast,NY,Standard,2022-01-29
2179,Southeast,FL,Standard,2024-03-02
2180,West,OR,Premium,2023-04-29
2181,Northeast,CT,Premium,2023-05-05
2182,Midwest,WI,Standard,2022-07-27
2183,Southwest,OK,Premium,2024-11-12
2184,Southwest,AZ,Premium,2024-05-13
2185,Southeast,TN,Standard,2022-08-09
2186,Northeast,PA,Premium,2024-05-19
2187,Midwest,MI,Standard,2022-02-01
2188,Midwest,OH,VIP,2023-02-22
2189,Northeast,MA,Premium,2023-06-27
2190,Northeast,NY,Standard,2022-03-13
2191,West,CO,Standard,2024-09-16
2192,Northeast,CT,Premium,2023-04-18
2193,West,CO,VIP,2023-06-17
2194,Midwest,IL,Standard,2022-06-29
2195,Northeast,MA,VIP,2024-04-04
2196,West,CO,Premium,2022-04-18
2197,Midwest,MI,Premium,2023-06-21
2198,Southwest,OK,Standard,2022-11-05
2199,Midwest,MI,Standard,2024-06-08
2200,Northeast,NJ,Standard,2023-11-17
2201,Southwest,OK,Standard,2024-05-14
2202,Midwest,MI,Standard,2023-04-24
2203,Southeast,GA,Standard,2023-03-02
2204,Northeast,PA,Standard,2022-06-25
2205,Southeast,TN,Standard,2023-12-27
2206,West,CO,Standard,2024-02-09
2207,Southeast,VA,Standard,2023-10-26
2208,Northeast,PA,Premium,2022-07-12
2209,Northeast,NJ,Standard,2023-05-08
2210,West,NV,Standard,2024-10-17
2211,Midwest,OH,Standard,2024-06-30
2212,West,NV,Standard,2023-07-13
2213,Southeast,FL,Standard,2024-12-27
2214,Southwest,NM,Standard,2022-02-22
2215,Southwest,OK,Standard,2024-03-27
2216,Southeast,VA,Standard,2022-09-07
2217,Northeast,PA,Premium,2022-10-21
2218,Southwest,TX,Standard,2022-05-23
2219,Northeast,PA,Standard,2022-10-19
2220,Midwest,WI,Standard,2023-05-08
2221,Northeast,PA,Standard,2022-03-20
2222,Southwest,TX,Standard,2023-04-01
2223,Northeast,NY,Standard,2024-07-29
2224,Northeast,MA,Standard,2022-05-06
2225,Southwest,NM,Premium,2024-09-25
2226,Southwest,AZ,Standard,2024-11-13
2227,Southeast,TN,Premium,2022-10-24
2228,West,OR,VIP,2022-04-21
2229,Southeast,NC,Standard,2022-08-30
2230,Southeast,VA,Standard,2024-09-21
2231,Southwest,AZ,Standard,2023-12-13
2232,Southwest,NM,Standard,2023-06-21
2233,Northeast,NJ,Premium,2024-04-18
2234,Northeast,CT,Standard,2024-10-20
2235,Northeast,CT,Standard,2023-05-29
2236,West,OR,Standard,2022-12-31
2237,Midwest,IL,Standard,2022-12-13
2238,Midwest,OH,Standard,2024-01-27
2239,West,CA,Standard,2024-09-29
2240,Southeast,TN,Premium,2023-05-11
2241,West,NV,Standard,2023-03-30
2242,Midwest,MI,Standard,2024-07-15
2243,Midwest,MN,Standard,2022-04-29
2244,Midwest,IL,Standard,2023-03-05
2245,Southwest,TX,Premium,2022-01-20
2246,Midwest,IL,Standard,2022-06-16
2247,Northeast,NJ,VIP,2024-03-14
2248,Southwest,OK,Standard,2024-05-30
2249,Southwest,NM,Standard,2024-06-12
2250,West,CO,Standard,2024-11-27
2251,West,OR,Standard,2023-03-29
2252,Southeast,VA,Standard,2023-01-26
2253,Southeast,TN,Standard,2023-04-05
2254,West,CA,Premium,2023-06-16
2255,Midwest,OH,Standard,2022-12-11
2256,Northeast,NJ,Standard,2023-03-01
2257,Southeast,GA,Standard,2024-12-30
2258,Southeast,TN,Standard,2023-01-13
2259,Northeast,MA,Standard,2022-12-09
2260,Northeast,NY,Premium,2022-05-31
2261,Southwest,TX,Standard,2024-01-05
2262,West,OR,Premium,2023-10-21
2263,Southwest,TX,Standard,2023-08-03
2264,Southeast,FL,Standard,2023-04-04
2265,Southwest,NM,Premium,2024-08-20
2266,Midwest,MI,Standard,2023-12-03
2267,West,NV,Standard,2023-09-18
2268,West,CO,Premium,2023-07-15
2269,Southwest,TX,VIP,2022-07-17
2270,Midwest,MI,Standard,2024-07-02
2271,West,CA,Premium,2022-11-07
2272,Southwest,NM,Standard,2024-09-06
2273,Midwest,MN,Standard,2024-06-04
2274,West,WA,Standard,2024-08-29
2275,Southeast,TN,Standard,2023-08-22
2276,Midwest,IL,Standard,2023-04-27
2277,Northeast,NJ,Standard,2023-12-15
2278,Southwest,AZ,Standard,2023-10-02
2279,Southeast,TN,Standard,2024-09-09
2280,Southeast,GA,Premium,2023-04-20
2281,Southeast,NC,Premium,2024-10-16
2282,West,OR,Premium,2022-07-14
2283,Southeast,NC,VIP,2022-05-29
2284,Midwest,OH,Standard,2022-07-06
2285,Midwest,MI,Premium,2023-08-08
2286,Northeast,NJ,VIP,2024-12-16
2287,West,CA,Standard,2023-10-04
2288,Southeast,TN,Standard,2023-07-28
2289,Northeast,NY,Standard,2022-01-14
2290,Midwest,IL,Standard,2022-03-11
2291,West,CO,Standard,2024-10-13
2292,West,CA,Standard,2024-03-30
2293,West,OR,Premium,2024-06-01
2294,Southeast,GA,Premium,2024-03-24
2295,West,CA,Standard,2022-10-11
2296,West,CO,Standard,2024-04-05
2297,Southeast,FL,VIP,2024-06-30
2298,Southwest,TX,Standard,2023-01-25
2299,Southeast,TN,Standard,2024-06-02
2300,Midwest,WI,Standard,2024-12-11
2301,Southeast,FL,Standard,2023-04-12
2302,Southeast,NC,Standard,2023-04-18
2303,Northeast,PA,Standard,2023-11-08
2304,Southwest,TX,Standard,2022-04-21
2305,Midwest,MN,Standard,2024-05-01
2306,West,WA,Standard,2023-02-26
2307,Southwest,AZ,Standard,2022-01-22
2308,Southwest,OK,Standard,2022-09-30
2309,Midwest,MN,Premium,2022-05-20
2310,Southeast,FL,Premium,2024-07-15
2311,Midwest,WI,Standard,2024-02-11
2312,Southeast,TN,Standard,2024-04-26
2313,Southeast,GA,Premium,2022-12-16
2314,Northeast,CT,Standard,2023-06-01
2315,Midwest,MI,Standard,2022-05-05
2316,Southeast,FL,Standard,2023-11-19
2317,Southeast,VA,Standard,2022-05-30
2318,Midwest,IL,Standard,2024-04-16
2319,Midwest,WI,Standard,2023-08-28
2320,Southwest,OK,Standard,2024-04-20
2321,Northeast,NJ,Standard,2023-10-25
2322,Northeast,NJ,Standard,2024-02-16
2323,Midwest,WI,Standard,2023-05-19
2324,Southeast,GA,Standard,2023-02-27
2325,Midwest,IL,Standard,2022-03-09
2326,Southwest,AZ,Standard,2024-10-30
2327,Northeast,CT,Standard,2024-10-04
2328,Northeast,NJ,Standard,2023-09-06
2329,Northeast,MA,Standard,2024-03-13
2330,West,WA,VIP,2023-12-16
2331,Northeast,NY,Standard,2022-02-01
2332,Southwest,OK,Standard,2024-12-25
2333,Midwest,WI,Standard,2023-05-13
2334,Southeast,GA,Premium,2023-11-06
2335,Northeast,CT,Standard,2023-09-12
2336,Southwest,NM,Standard,2024-02-24
2337,Southeast,GA,Standard,2024-10-09
2338,Northeast,PA,Premium,2024-09-28
2339,Northeast,NY,VIP,2024-10-24
2340,West,CO,Standard,2024-03-04
2341,Southwest,NM,Standard,2022-07-22
2342,Southeast,NC,VIP,2023-06-25
2343,Northeast,NY,Standard,2022-02-26
2344,West,NV,VIP,2023-02-04
2345,West,OR,Standard,2023-02-03
2346,Midwest,MN,Standard,2023-08-30
2347,West,WA,Standard,2022-01-31
2348,West,CA,Standard,2024-06-26
2349,Midwest,MI,Standard,2024-08-02
2350,West,CA,Premium,2022-06-22
2351,Midwest,IL,Standard,2024-12-09
2352,Southeast,VA,Premium,2022-04-28
2353,Northeast,MA,Standard,2022-04-07
2354,West,CA,Standard,2023-05-22
2355,Southeast,NC,Standard,2024-06-06
2356,Southeast,NC,Premium,2024-10-16
2357,Southeast,VA,Standard,2023-03-13
2358,Northeast,MA,Standard,2023-01-07
2359,Southeast,GA,Standard,2022-08-23
2360,Southeast,VA,Standard,2023-11-30
2361,Southwest,TX,Standard,2023-12-26
2362,Midwest,MI,Standard,2024-01-13
2363,Midwest,MN,Standard,2023-08-30
2364,Southeast,TN,Standard,2022-12-31
2365,Southwest,TX,Premium,2023-05-14
2366,Midwest,WI,Standard,2023-02-16
2367,West,WA,Standard,2023-05-18
2368,Southwest,OK,Standard,2023-06-06
2369,Southeast,VA,VIP,2024-05-15
2370,Southeast,VA,VIP,2024-09-27
2371,Midwest,MN,Standard,2024-07-22
2372,Midwest,IL,Standard,2022-06-26
2373,Northeast,NY,Standard,2023-02-06
2374,Northeast,NY,Premium,2022-04-09
2375,Southwest,AZ,Premium,2022-02-12
2376,Southwest,NM,Premium,2022-05-04
2377,Midwest,MI,Standard,2023-02-23
2378,Midwest,MN,Standard,2022-11-05
2379,Southeast,NC,Premium,2023-05-13
2380,Southwest,OK,Standard,2024-02-09
2381,Southwest,TX,Standard,2022-12-13
2382,West,WA,Standard,2023-12-28
2383,Midwest,MN,Standard,2024-11-09
2384,Midwest,OH,Standard,2022-05-03
2385,West,CA,Standard,2024-10-28
2386,Southwest,AZ,Standard,2024-10-07
2387,West,CO,Premium,2022-07-14
2388,West,NV,VIP,2023-02-04
2389,West,CA,Premium,2023-04-09
2390,Midwest,OH,Premium,2024-04-15
2391,Southwest,TX,Premium,2024-03-27
2392,West,OR,Premium,2022-12-27
2393,Northeast,CT,Premium,2024-05-28
2394,Northeast,NJ,Standard,2023-06-19
2395,Southwest,NM,Standard,2023-05-09
2396,West,CO,Premium,2023-07-27
2397,Northeast,MA,Standard,2023-01-20
2398,West,NV,Premium,2022-09-01
2399,Southwest,NM,Premium,2024-05-29
2400,Southeast,FL,Standard,2023-09-08
2401,Southeast,NC,VIP,2024-08-02
2402,West,CA,Premium,2024-11-18
2403,West,OR,Standard,2023-10-21
2404,Southwest,OK,Standard,2023-08-09
2405,Southwest,AZ,Standard,2024-04-30
2406,Midwest,OH,Standard,2024-05-18
2407,Southeast,VA,Standard,2023-10-15
2408,Northeast,CT,Premium,2023-03-27
2409,Southeast,FL,Standard,2024-07-02
2410,West,WA,Standard,2022-05-28
2411,Midwest,MN,Standard,2023-12-20
2412,Northeast,NY,Standard,2023-03-16
2413,West,WA,VIP,2023-01-01
2414,Northeast,PA,Premium,2024-07-24
2415,Northeast,NY,Standard,2022-10-19
2416,Midwest,WI,Premium,2023-11-12
2417,Midwest,MN,Standard,2024-05-23
2418,Midwest,MI,Standard,2023-03-23
2419,Northeast,NY,Standard,2023-05-19
2420,West,NV,Standard,2024-11-10
2421,West,CO,Standard,2024-10-19
2422,West,OR,Premium,2023-08-12
2423,Northeast,NY,Standard,2024-08-18
2424,Northeast,PA,Standard,2022-06-27
2425,Southwest,AZ,Premium,2023-10-01
2426,West,CA,Premium,2022-01-05
2427,Southwest,NM,Standard,2023-08-11
2428,West,NV,Standard,2023-08-07
2429,Southeast,TN,Standard,2024-09-11
2430,West,CO,Standard,2023-05-06
2431,Southeast,FL,Standard,2022-05-15
2432,West,OR,Premium,2023-02-07
2433,Northeast,PA,Standard,2022-05-19
2434,Southeast,GA,Standard,2024-02-05
2435,Southwest,TX,Standard,2023-05-06
2436,Northeast,CT,Standard,2022-12-03
2437,Northeast,NJ,Premium,2024-08-17
2438,Northeast,PA,Premium,2023-01-26
2439,West,CO,Standard,2023-07-10
2440,Southwest,NM,Standard,2024-04-18
2441,West,NV,VIP,2022-12-15
2442,Northeast,CT,Premium,2022-09-04
2443,Northeast,NY,VIP,2023-12-07
2444,Southeast,VA,Standard,2023-04-03
2445,West,CA,VIP,2024-07-09
2446,Southwest,OK,Premium,2023-03-19
2447,Southeast,TN,VIP,2023-05-27
2448,Midwest,IL,Standard,2022-01-20
2449,Midwest,WI,Standard,2022-10-18
2450,Midwest,MI,Standard,2022-03-12
2451,Northeast,MA,Standard,2024-08-22
2452,Southeast,VA,Standard,2023-01-19
2453,Southwest,TX,Premium,2023-10-22
2454,Midwest,IL,VIP,2023-01-25
2455,Southeast,NC,Premium,2023-11-06
2456,Midwest,MI,Standard,2024-12-06
2457,West,WA,Standard,2024-06-05
2458,Southwest,OK,Premium,2023-08-04
2459,Northeast,CT,Standard,2023-11-24
2460,West,WA,Standard,2023-01-12
2461,Southwest,NM,Premium,2024-04-14
2462,Northeast,PA,Standard,2024-08-21
2463,Southeast,NC,Standard,2023-01-16
2464,West,CA,Standard,2024-02-12
2465,Midwest,MI,Standard,2024-07-24
2466,Southwest,NM,Standard,2023-08-22
2467,Southwest,OK,Standard,2023-07-08
2468,Midwest,MN,Premium,2023-09-29
2469,West,WA,Standard,2024-08-14
2470,Northeast,MA,Standard,2023-12-18
2471,West,NV,Standard,2022-01-13
2472,Southeast,FL,Standard,2022-02-21
2473,West,OR,Standard,2023-01-07
2474,Northeast,CT,Premium,2022-04-14
2475,Southwest,NM,Standard,2022-01-11
2476,Midwest,MI,Standard,2022-11-18
2477,Midwest,IL,Standard,2022-01-14
2478,Northeast,NY,Standard,2022-08-06
2479,Midwest,IL,Premium,2022-02-27
2480,Northeast,CT,Premium,2023-12-04
2481,Southwest,AZ,Standard,2023-07-21
2482,West,WA,Standard,2023-03-16
2483,West,NV,VIP,2023-11-14
2484,Midwest,WI,Premium,2024-06-20
2485,Northeast,NY,Standard,2024-12-30
2486,Southeast,TN,Standard,2022-06-30
2487,Northeast,MA,Premium,2022-03-18
2488,West,NV,Standard,2024-11-28
2489,Southwest,TX,Standard,2024-05-17
2490,West,OR,Standard,2022-03-21
2491,Southwest,NM,Premium,2023-12-28
2492,Southeast,GA,Standard,2023-05-06
2493,Midwest,OH,Premium,2024-11-11
2494,West,CO,Standard,2024-07-03
2495,Southeast,TN,Standard,2024-08-25
2496,Northeast,PA,Premium,2024-12-07
2497,West,CA,Standard,2024-01-25
2498,Southwest,OK,Standard,2024-05-30
2499,West,CA,Standard,2023-04-19
2500,Midwest,WI,Standard,2022-02-17
2501,Southeast,VA,Standard,2023-05-24
2502,Midwest,OH,Standard,2023-05-24
2503,Midwest,MI,Premium,2023-09-02
2504,West,NV,VIP,2022-07-16
2505,Northeast,NY,Standard,2022-06-25
2506,Midwest,MN,Standard,2022-11-30
2507,West,NV,Standard,2023-05-30
2508,Southwest,TX,Standard,2022-10-06
2509,Midwest,MI,Standard,2023-02-02
2510,Midwest,WI,Standard,2024-12-18
2511,West,WA,VIP,2023-02-02
2512,West,CA,Standard,2023-11-26
2513,Southwest,NM,Standard,2022-03-17
2514,Northeast,NJ,Standard,2023-01-01
2515,Northeast,MA,Standard,2024-11-11
2516,Northeast,PA,Standard,2022-12-06
2517,West,NV,Premium,2022-04-28
2518,Midwest,MN,Premium,2024-08-23
2519,West,CA,Standard,2023-08-08
2520,Southeast,VA,Standard,2023-04-26
2521,West,CA,Premium,2023-03-17
2522,Northeast,MA,Standard,2024-01-23
2523,Southeast,GA,Premium,2024-03-24
2524,Northeast,MA,VIP,2023-03-20
2525,Southeast,NC,Standard,2024-10-30
2526,West,OR,Standard,2023-01-25
2527,West,WA,Standard,2022-09-04
2528,Southwest,AZ,Standard,2023-02-16
2529,Midwest,OH,Standard,2023-03-13
2530,Northeast,CT,Standard,2023-06-21
2531,Southeast,GA,Standard,2022-09-25
2532,Northeast,NY,Standard,2023-03-19
2533,Midwest,MI,VIP,2024-07-30
2534,Southwest,AZ,Standard,2024-10-05
2535,Midwest,MI,Standard,2024-03-23
2536,Southeast,NC,Premium,2023-04-13
2537,Southeast,VA,Standard,2022-06-23
2538,Southwest,NM,Standard,2024-09-27
2539,Southeast,TN,VIP,2022-01-21
2540,Midwest,OH,Premium,2022-07-31
2541,Southwest,AZ,Standard,2023-02-17
2542,Southwest,OK,Premium,2024-12-16
2543,Southeast,TN,Standard,2022-06-27
2544,Southeast,GA,Standard,2024-10-06
2545,Southeast,TN,Standard,2023-12-04
2546,West,NV,Standard,2024-08-11
2547,Southeast,FL,Premium,2022-02-22
2548,Northeast,NJ,Standard,2023-09-25
2549,Midwest,MI,Standard,2022-06-25
2550,Southeast,GA,VIP,2022-03-17
2551,Midwest,OH,Standard,2024-03-01
2552,Northeast,NJ,Standard,2024-11-19
2553,Midwest,MI,Standard,2022-10-28
2554,Northeast,PA,Standard,2024-07-15
2555,Midwest,MI,Premium,2023-07-27
2556,Northeast,NY,Premium,2024-05-04
2557,Northeast,NJ,Standard,2024-09-25
2558,Midwest,WI,Standard,2023-01-21
2559,Midwest,OH,Standard,2023-12-11
2560,Midwest,OH,Standard,2023-07-01
2561,Northeast,NJ,Standard,2023-11-20
2562,West,NV,Standard,2024-02-21
2563,Southwest,AZ,Standard,2023-01-04
2564,Midwest,OH,Standard,2022-05-18
2565,Northeast,PA,Premium,2022-12-10
2566,West,OR,Standard,2024-01-22
2567,Northeast,PA,Standard,2022-01-11
2568,Northeast,NJ,Standard,2024-06-29
2569,Southwest,OK,Premium,2022-12-02
2570,Northeast,NJ,Standard,2022-04-27
2571,Midwest,WI,Standard,2024-12-14
2572,Southeast,FL,Standard,2023-12-02
2573,West,OR,Standard,2024-11-29
2574,West,WA,Standard,2024-06-17
2575,Northeast,CT,VIP,2022-07-17
2576,Southwest,NM,Standard,2022-07-22
2577,Southwest,NM,Standard,2023-08-12
2578,West,NV,Standard,2022-04-27
2579,West,CA,Standard,2024-10-23
2580,Midwest,WI,Standard,2023-12-10
2581,Northeast,NY,Standard,2022-10-04
2582,Midwest,OH,Standard,2023-06-19
2583,Southwest,OK,VIP,2023-12-08
2584,Southeast,VA,Standard,2024-04-29
2585,West,WA,Standard,2023-09-06
2586,West,WA,Standard,2022-01-18
2587,Southeast,GA,Standard,2024-05-01
2588,West,CO,Standard,2023-07-04
2589,Southeast,TN,Premium,2024-01-13
2590,Northeast,PA,VIP,2024-08-23
2591,Midwest,IL,Premium,2023-12-26
2592,Southeast,VA,Standard,2024-12-26
2593,Northeast,CT,Premium,2022-09-26
2594,Southwest,OK,VIP,2024-05-12
2595,Southeast,GA,Premium,2022-05-07
2596,Southeast,FL,Standard,2023-11-14
2597,Northeast,NJ,Standard,2024-12-01
2598,Northeast,CT,Standard,2023-09-06
2599,Southeast,TN,Premium,2023-07-26
2600,West,CO,VIP,2024-03-08
2601,Southwest,TX,Standard,2024-09-24
2602,Northeast,NJ,Standard,2024-02-19
2603,Midwest,OH,Standard,2023-06-28
2604,Southeast,NC,Premium,2023-08-31
2605,Midwest,OH,Standard,2024-11-22
2606,Northeast,PA,Standard,2024-09-02
2607,West,NV,Standard,2024-12-20
2608,West,WA,Premium,2022-04-20
2609,Southwest,TX,Standard,2024-08-02
2610,Southwest,TX,Standard,2022-06-12
2611,Midwest,IL,Standard,2024-11-21
2612,West,CO,Standard,2022-02-03
2613,Southeast,FL,Standard,2024-04-05
2614,Midwest,OH,VIP,2022-05-15
2615,Northeast,PA,Premium,2022-11-30
2616,Midwest,IL,Standard,2023-11-04
2617,Midwest,MI,Standard,2023-12-10
2618,Southwest,OK,Premium,2024-06-20
2619,Northeast,MA,Standard,2022-11-29
2620,Northeast,NY,Standard,2024-08-15
2621,Southwest,TX,Standard,2022-03-29
2622,West,NV,Standard,2022-10-05
2623,Southeast,GA,Standard,2023-04-27
2624,Midwest,OH,Standard,2023-01-23
2625,West,CO,Standard,2024-03-02
2626,West,CA,Standard,2023-10-06
2627,Midwest,OH,Standard,2023-06-23
2628,Midwest,MN,Standard,2022-07-14
2629,Southeast,GA,Standard,2024-12-04
2630,West,CA,Standard,2022-07-23
2631,Midwest,MN,Standard,2023-11-06
2632,Northeast,NJ,Standard,2023-04-26
2633,West,OR,Standard,2022-11-18
2634,Northeast,NY,Standard,2024-11-03
2635,Midwest,WI,Premium,2022-06-11
2636,Southwest,TX,Standard,2022-08-26
2637,Southeast,VA,Standard,2024-09-28
2638,Southwest,NM,Premium,2022-02-05
2639,Southwest,OK,Standard,2024-04-15
2640,Southwest,TX,VIP,2022-12-31
2641,Midwest,MI,Standard,2023-09-06
2642,Midwest,OH,Standard,2022-02-01
2643,West,WA,Standard,2024-02-09
2644,Southeast,VA,Standard,2024-01-07
2645,Northeast,NY,VIP,2023-11-06
2646,West,WA,Standard,2024-09-05
2647,Southeast,TN,Standard,2024-10-06
2648,Northeast,PA,Standard,2023-11-14
2649,Midwest,MN,Standard,2024-04-09
2650,West,NV,Standard,2024-09-16
2651,Southeast,VA,Standard,2023-05-06
